Job_Title,Skill,Company,Company_Industry,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees
Data Analyst,PMP| Oracle| Microsoft Office| Data Analysis,Vista Technology Services,Consulting and Business Services,2,5,30,VA,"Less than 10,000"
Business Data Analyst II,Crystal Reports| SQL| Excel| Microsoft Access,Liberty University,Education and Schools,423,3.900000095,22,VA,
Sr. Fraud Data Analyst - Home Based (U.S.),Microsoft Word| Time Management| Visio| Data Analysis| Legal Research| Tableau,RELX Group,,778,3.700000048,30,IN,
Research Data Analyst,STATA| Data Analysis| R| SAS| Clinical Trials,Johns Hopkins University,Education and Schools,645,4.099999905,30,MD,"10,000+"
Brand Health Data Analyst,,Anheuser-Busch,,,,30,MO,
Data Analyst,Data Mining| Microsoft SQL Server| Microsoft Powerpoint| SAP| Big Data| Data Analysis,AbleVets LLC,,7,3.700000048,19,VA,
Data Analyst,Business Intelligence| Time Management| Power BI| R| SAS| SQL| Microsoft Office| Excel| Tableau| Python,Swiss Re,Insurance,93,4.099999905,30,NY,"10,000+"
Statistical Data Analyst (Ops Research),SharePoint| Microsoft Word| Microsoft Powerpoint| Data Analysis| Microsoft Office| Tableau,Leidos,Aerospace and Defense,653,3.700000048,6,DC,"10,000+"
"Data Analyst (SQL, Excel, Data Analysis)",Microsoft SQL Server| Data Mining| Microsoft Powerpoint| SQL| Microsoft Office| Microsoft Access,Jobspring Partners,Human Resources and Staffing,31,3.700000048,4,CA,
"Data Analyst II(healthcare, SQL)",Data Warehouse| Data Analysis| Audits| SQL| Microsoft Access,Centene,InsuranceHealth Care,1134,3.299999952,30,PA,"Less than 10,000"
Data Analyst Lead,Java| R| Python,Capgemini,Consulting and Business Services,6072,3.799999952,20,NY,"10,000+"
Data Analyst Lead,Java| R| Python,Capgemini,Consulting and Business Services,6072,3.799999952,20,NY,"10,000+"
"Researcher/Data Analyst, Bureau of Mental Health",Statistical Software| Microsoft Powerpoint| Project Management| R| SAS| SQL| Microsoft Word| SPSS,NYC Careers,Government,265,4.099999905,30,NY,
Sr Data Analyst,Analysis Skills| Visual Basic| MATLAB,Cymer,Industrial Manufacturing,77,3.599999905,30,CA,"Less than 10,000"
"Data Analyst II(SQL, Healthcare)",Data Analysis| SQL| Microsoft Access,Centene,InsuranceHealth Care,1134,3.299999952,30,TX,"Less than 10,000"
Research Data Analyst- Healthcare Disparities (PT 20 hours t...,Microsoft Powerpoint,Boston Medical Center,Health Care,451,4,21,MA,
EBI Data Analyst III_Datastage,,Baylor Scott & White Health,Health Care,2132,3.900000095,30,TX,"10,000+"
Data Analyst,Excel,Ace Technologies,Internet and Software,16,4.099999905,1,DC,
Quality Data Analyst,Project Management,Honeywell,Industrial Manufacturing,6497,3.799999952,1,SC,"10,000+"
Data Analyst / Quantitative Data Analyst,R| Python,HopJump,,,,17,MA,
Data Analyst,JavaScript| Data Analysis| R| Python| SQL,Bitcoin,,,,1,MO,
Data Analyst,Oracle| SQL,Ace Technologies,Internet and Software,16,4.099999905,1,CO,
Data Analyst,SQL,Scaleapi,,,,3,CA,
Data Analyst,Hive| Data Mining| Spark| Machine Learning| Python,Time Warner,"Media, News and Publishing",123,4.199999809,2,NY,"10,000+"
"Data Analyst IV(SQL, Microstrategy, Tableau)",Project Implementation| Data Analysis| Project Management| Excel| SQL| Microsoft Office| Microsoft Access,Centene,InsuranceHealth Care,1134,3.299999952,1,PA,"Less than 10,000"
Data Analyst I,Time Management| Power BI| R| SQL| Tableau| Data Warehouse| Python,Bio-Rad,Industrial Manufacturing,281,3.700000048,1,CA,"Less than 10,000"
Data Analyst,Alteryx| R| Business Analysis| Python| SQL| Tableau,Ace Technologies,Internet and Software,16,4.099999905,2,CA,
"Data Analyst, Pricing",Predictive Analytics| Machine Learning| R| MATLAB| Python| C/C++| SQL| Tableau,Under Armour,Consumer Goods and Services,620,3.900000095,1,MD,"Less than 10,000"
Data Analyst,Oracle| SQL,Ace Technologies,Internet and Software,16,4.099999905,1,CO,
Technical Data Analyst,Data Mining| Machine Learning| R| Build Automation| Python| SQL| Cloud Computing,Microsoft,Internet and Software,5178,4.199999809,1,WA,"10,000+"
Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| Oracle| SQL| Microsoft Office| Microsoft Word| Data Warehouse| Informatica,Ace Technologies,Internet and Software,16,4.099999905,1,FL,
Summer 2019 Intern - Data Analytics Analyst,Business Intelligence| R| Oracle| SQL| Tableau| Data Warehouse| PostgreSQL| Python,Salesforce,Internet and Software,417,4.199999809,1,CA,"10,000+"
HR Data Analyst,Tableau,Creative Arts Agency (CAA),"Media, News and Publishing",53,4,7,CA,
Data Analyst,Python| SQL| Tableau,Ace Technologies,Internet and Software,16,4.099999905,5,CA,
Data Analyst - HRA,Visual Basic| R| SAS| SQL| Data Analysis| Python,SCAN Health Plan,Insurance,87,4,1,CA,
Data Analyst,Alteryx| R| Business Analysis| Python| SQL| Tableau,Ace Technologies,Internet and Software,16,4.099999905,7,CA,
Data Analyst,Unit Testing,Cognizant,Internet and Software,10491,4,2,NJ,"10,000+"
Data Analyst,SQL| Tableau| Java| Data Analysis| Python,Voloridge Investment Management,,,,10,FL,
Data Analyst,Machine Learning| R| Statisical Analysis| Python| SQL,Dot818,,,,7,USA,
Business Data Analyst,,Pinkerton,Consulting and Business Services,510,3.599999905,12,CA,"Less than 10,000"
Data Analyst,Python| SQL,Chime,,12,3.299999952,13,CA,
Data Analyst,Quantitative Analysis| R| Python| SQL,Quinstreet,,35,2.700000048,6,CA,
Data Analyst - eCommerce,,Dick's Sporting Goods,Retail,4635,3.5,12,PA,"10,000+"
Data Analyst,Alteryx| Data Mining| Power BI| Oracle| SQL| Tableau,Ace Technologies,Internet and Software,16,4.099999905,8,NY,
Data Analyst,Alteryx| Data Mining| Power BI| Oracle| SQL| Tableau,Ace Technologies,Internet and Software,16,4.099999905,9,NY,
Senior Data Analyst,R| Python| SQL| Excel,Cisco Meraki,Internet and Software,10,4.400000095,1,CA,"Less than 10,000"
Data Analyst,Data Mining,Ace Technologies,Internet and Software,16,4.099999905,7,MO,
Audience Data Analyst (PlayStation Vue) (Contract),Email Marketing| Omniture| SQL,Sony Interactive Entertainment PlayStation,Computers and Electronics,34,3.599999905,16,CA,
Data Analyst,Google Analytics| SQL| Tableau,ThirdLove,Consumer Goods and Services,47,4,30,CA,"Less than 10,000"
"Data Analyst, Restaurants",SQL| Tableau,TripAdvisor,Internet and Software,67,4.099999905,4,MA,"Less than 10,000"
Master Data Analyst - Procurement,Microsoft Powerpoint,Guardian Industries,Industrial Manufacturing,169,3.599999905,1,MI,"10,000+"
Healthcare Data Analyst I,Data Mining| Microsoft SQL Server| SPSS| SAS| Crystal Reports| Excel| Microsoft Access,Inland Empire Health Plan,Health Care,99,3.599999905,4,CA,"Less than 10,000"
Data Analyst,Google Analytics| Python| SQL| Financial Modeling,Plastiq,,,,30,CA,
Data Analyst,SQL,Grid Dynamics,,2,3.5,27,CA,
Data Analyst,R| SAS| SQL| Tableau| STATA| Predictive Analytics| Python,Cricket Health,,,,30,CA,
Data Analyst,Process Improvement| SDLC,Cognizant,Internet and Software,10491,4,2,NY,"10,000+"
Data Analyst,Eclipse| Python| SQL,"Edison Software, Inc.",,,,30,CO,
Research Data Analyst,,University of California San Francisco,Education and Schools,282,4.199999809,7,CA,
Data Analyst,Data Analysis| R| Python| SQL| Tableau,Scoot Networks,,,,30,CA,
Data Analyst I,SQL| Microsoft Office| Data Warehouse,InnovaSystems International,,9,4,8,VA,
Data Analyst University Grad,Big Data| Alteryx| R| Python,ViaSat,Telecommunications,182,3.799999952,12,CA,"Less than 10,000"
Data Analyst,SQL,Ace Technologies,Internet and Software,16,4.099999905,6,IA,
Data Analyst,Data Mining,Ace Technologies,Internet and Software,16,4.099999905,12,MO,
Data Analyst - Data Wrangler,Java| C/C++| Python| SQL,OneAmerica,Insurance,64,3.5,2,IN,"Less than 10,000"
Data Analyst,SQL,Ace Technologies,Internet and Software,16,4.099999905,7,IA,
Business Intelligence and Data Analyst,,NEURA,,,,30,CA,
Data Analyst I,Experimental Design| R| SQL| Git| Python,Techshed,,,,19,CA,
Data Analyst,JavaScript| Data Warehouse| R| Python| SQL| Tableau,Under Armour,Consumer Goods and Services,620,3.900000095,30,MD,"Less than 10,000"
Global Security Data Analyst,,Tesla,Industrial Manufacturing,,,14,CA,"10,000+"
"Game Data Analyst, Monetization",Data Mining| Microsoft Powerpoint| SQL| Tableau| Confluence| Python,Time Warner,"Media, News and Publishing",123,4.199999809,5,IL,"10,000+"
Data Analyst III,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,InsuranceHealth Care,1134,3.299999952,1,MO,"Less than 10,000"
Data Analyst-WV,Excel,Core10,,,,16,WV,
Data Analyst - Predictive Modeler,MySQL| Data Mining| Machine Learning| R| SAS| Python| Tableau,Zeta Global,,15,3,3,CA,
Data Analyst,JavaScript| Data Warehouse| R| Python| SQL| Tableau,Under Armour,Consumer Goods and Services,620,3.900000095,30,MD,"Less than 10,000"
"Data Analyst, CBS",Hive| Hadoop| R| SQL| Tableau| Python,Criteo,,27,4,16,NY,
Accenture Flex - Data Analyst,Time Management| SQL,Accenture,Consulting and Business Services,14987,4,6,IL,"10,000+"
Data Analyst,Machine Learning| Python| SQL,Leadsmarket.com LLC,,,,30,CA,
"Consulting Data Analyst - SQL, SAS, R",,Kaiser Permanente,Health Care,8164,4.199999809,30,CA,"10,000+"
Connected Vehicle Data Analyst,,Fiat Chrysler Automobiles,Auto,4432,4.099999905,30,MI,"10,000+"
Data Analyst - Insights & Analytics - Minute Maid Park,Time Management| Microsoft Powerpoint| QlikView| Microsoft Office| SQL,Aramark,Food and BeveragesConsulting and Business Services,13098,3.599999905,1,TX,"10,000+"
HIE Data Analyst,Data Mining| SDLC| SAS| SQL| Data Analysis,"Cognosante, LLC",Health Care,303,3.799999952,30,REMOTE,"Less than 10,000"
Data Analyst,Microsoft Powerpoint| SQL| Excel| Tableau| Python,OppLOans,,,,20,IL,
HIE Data Analyst,Data Mining| SDLC| SAS| SQL| Data Analysis,"Cognosante, LLC",Health Care,303,3.799999952,30,REMOTE,"Less than 10,000"
Enrollment Data Analyst,Data Mining| Crystal Reports| SQL| Microsoft Office| Microsoft Access| Managed Care,Fidelis Care,Insurance,296,3.299999952,6,NY,"Less than 10,000"
Data Analyst,SQL| Tableau,ipsy,,4,4,13,NY,
Data Analyst,Survey Design| Data Analysis| R| Statisical Analysis| Python| Quantitative Research| SQL,Bird Rides Inc.,Transport and Freight,5,4.599999905,29,NY,
Data Analyst,Excel| SQL| Tableau,Fullscreen Media,,33,4.199999809,30,CA,
Data Analyst,SQL| Tableau,Dollar Shave Club,Consumer Goods and Services,7,3.900000095,30,CA,"Less than 10,000"
Data Analyst,Quantitative Analysis| Google Analytics| Visual Basic| R| SQL| Tableau| Analysis Skills| Data Warehouse| Python,Pond5,,,,20,NY,
Beta Data Analyst,Business Intelligence| Google Analytics| R| SQL| Excel| Tableau| Python,Ring Inc.,,,,8,CA,
Data Analyst III,Data Warehouse| Excel| SQL| Microsoft Office| Microsoft Access| Tableau,Centene,InsuranceHealth Care,1134,3.299999952,1,MO,"Less than 10,000"
DATA ANALYST,Machine Learning| Experimental Design| R| Python| SQL,BlueLabs Analytics,,,,22,DC,
DTC Data Analyst,JavaScript| Data Mining| XML| SQL,Columbia Sportswear,Retail,324,3.700000048,27,OR,"Less than 10,000"
Data Analyst,Hadoop| R| SQL| Tableau| Python,Manage,,,,12,CA,
Data Analyst,Microsoft SQL Server| Data Mining| Microsoft Powerpoint| Power BI| SDLC| SQL| Microsoft Office| Visio| Data Analysis,Ace Technologies,Internet and Software,16,4.099999905,1,MO,
Reverse Logistics Data Analyst,SQL| Tableau,Google,Internet and Software,2641,4.300000191,30,CA,"10,000+"
Data Analyst,R| Python| Excel| SQL,"Viral Launch, Inc.",,,,6,IN,
"Data Analyst, CBS, Analytics",Hive| Hadoop| R| SQL| Tableau| Python,Criteo,,27,4,16,NY,
DATA ANALYST,JavaScript| Data Warehouse| R| Python| SQL| Tableau,Under Armour,Consumer Goods and Services,620,3.900000095,30,MD,"Less than 10,000"
Data Analyst IV,SAS| Excel| SQL| Microsoft Office| Microsoft Access| Tableau| Data Analysis,Centene,InsuranceHealth Care,1134,3.299999952,1,MO,"Less than 10,000"
Statistical Data Analyst,Hive| Hadoop| R| SAS| Microsoft Office| Excel| Tableau| Python,PepsiCo,Consumer Goods and Services,10791,3.900000095,30,IL,"10,000+"
Grievance and Appeals Data Analyst,R| SQL| Data Analysis,Santa Clara Family Health Plan,Government,17,3.900000095,30,CA,"Less than 10,000"
Data Analyst,SQL,LimeBike,Consumer Goods and Services,11,2.599999905,30,CA,"Less than 10,000"
Data Analyst - Predictive Modeler,MySQL| Data Mining| Machine Learning| R| SAS| Python| Tableau,Zeta Global,,15,3,3,CA,
Data Analyst 3,Microsoft Word| Microsoft Powerpoint| Microsoft Office,Northrop Grumman,Aerospace and Defense,4327,4,6,CA,"10,000+"
"Data Analyst, Growth Insights",,LawTrades,,,,30,NY,
COE Data Analyst,Visio| R| Python| Microsoft Office| Tableau,Monsanto,Agriculture and Extraction,1601,4.199999809,11,MO,"10,000+"
Data Analyst,Java| Perl| R| Python| SQL,New York Blood Center,Organization,91,3.799999952,30,NY,
Data Analyst,Data Analysis| Oracle| SAS| SQL,Zachary Piper Solutions,Internet and Software,4,3.799999952,30,NC,"Less than 10,000"
"Data Analyst, Global Supply",,Criteo,,27,4,27,NY,
Data Analyst,Business Intelligence| SQL| Tableau,Lucky Day,,3,4.300000191,29,CA,
Data Analyst,Microsoft SQL Server| Oracle| SQL| Tableau| QlikView| Data Analysis,Buchanan & Edwards,Government,22,4,1,DC,"Less than 10,000"
Data Analyst - Media,Media Buying| PPC Campaign Management| Project Management| Power BI| Excel| SQL,Microsoft,Internet and Software,5178,4.199999809,30,WA,"10,000+"
VX1827 - SQL Developer/ Data Analyst,SQL| Excel,Vox Financial Partners,,,,30,NY,
Data Analyst,Spark| Machine Learning| Python| SQL,Doximity,,2,5,30,CA,
"Data Analyst (Python, SQL)",Quantitative Analysis| Microsoft SQL Server| Analysis Skills| Machine Learning| R| SAS| Python| SQL,Candid Partners,,,,16,GA,
Data Analyst,Time Management| Microsoft Powerpoint| Informatica| Teradata,Ace Technologies,Internet and Software,16,4.099999905,12,NY,
Data Analyst Intern,Google Analytics| R| SAS| C/C++| SQL| Tableau| Java| QlikView| Python| Financial Modeling,Paypal,Banks and Financial Services,988,3.900000095,30,CA,"10,000+"
Data Analyst,Business Analysis| Tableau,Dentsu Aegis Networks,,21,3.900000095,30,NY,
Data Analyst,Business Analysis| Tableau,MKTG,,21,3.900000095,30,NY,
Data Analyst - Operational Excellence,Go| SQL| Tableau| Data Analysis| Python,Twitch,"Media, News and Publishing",44,4.5,30,CA,"Less than 10,000"
Data Analyst,ERP Systems| OBIEE| Hadoop| Oracle| SQL| Tableau| Spark| Python,ZeniMax Media Inc.,,8,4.400000095,28,MD,
DATA ANALYST,R| SQL| STATA| Python,University of Washington,Education and Schools,887,4.199999809,12,WA,
Data Analyst,Excel| SQL| Tableau,Fullscreen,,33,4.199999809,30,CA,
Data Analyst,Data Mining| Microsoft SQL Server| Machine Learning| R| SQL| Microsoft Office| Java| Alteryx| Informatica| Python,Polaris Industries,Auto,216,3.700000048,30,MN,
Quantitative Data Analyst (Minerva) Co-op,,Cogo Labs,Internet and Software,2,3.5,19,MA,"Less than 10,000"
CORE - Data Analyst,Design Experience| Business Analysis| SQL,Logic20/20,Consulting and Business Services,8,3.599999905,8,WA,"Less than 10,000"
Associate Data Analyst,Business Intelligence| SQL| Tableau,JPMorgan Chase,Banks and Financial Services,21159,3.900000095,20,OH,"10,000+"
Associate Data Analyst,Business Intelligence| SQL| Tableau,JPMorgan Chase,Banks and Financial Services,21159,3.900000095,20,OH,"10,000+"
"DATA ANALYST, FUNCTIONAL",,Compass Group USA,,3476,3.400000095,15,KY,
"Data Analyst, Users and Products",Ruby| Scripting| Perl| R| C/C++| SQL| Java| Analysis Skills| Management Consulting| Python,Google,Internet and Software,2641,4.300000191,30,CA,"10,000+"
Data Analyst,Google Analytics| R| SQL| Tableau,The New York Times,"Media, News and Publishing",207,4,30,NY,
Associate Data Analyst,Visual Basic| R| Microsoft Office| Excel| Tableau| Python,RiskSpan,,3,4,11,VA,
Data Analyst,JavaScript| Ruby| Git| Conversion Optimization| Scripting| Python,Poll Everywhere,,,,26,CA,
Data Analyst II,AI| Data Mining| SAS| Oracle| Statisical Analysis| Excel| SQL| Microsoft Access,"NCI Information Systems, Inc.",Government,250,3.5,7,REMOTE,"Less than 10,000"
Data Analyst,Microsoft SQL Server| XML| SQL,Ace Technologies,Internet and Software,16,4.099999905,11,IA,
Data Analyst,Pig| Ruby| Hadoop| SQL| Data Warehouse| Python,GlassDoor,"Restaurants, Travel and Leisure",,,30,CA,"10,000+"
Data Analyst,QlikView| Data Analysis| SQL,FPM Technologies,,,,22,IL,
Transportation Data Analyst,Transportation Management| SQL| Microsoft Office,enVista,,11,3.599999905,4,IN,
Data Analyst,Oracle| SQL,Capgemini,Consulting and Business Services,6072,3.799999952,13,NC,"10,000+"
Data Analyst,Oracle| SQL,Capgemini,Consulting and Business Services,6072,3.799999952,13,NC,"10,000+"
Data Analyst,Microsoft SQL Server| Hadoop| R| SQL| Tableau| Java| Spark| Data Warehouse| Informatica| Python,MetroStar Systems,,11,4.5,1,MD,"Less than 10,000"
Digital Data Analyst,Survey Design| SAS,Kaiser Permanente,Health Care,8164,4.199999809,29,CA,"10,000+"
Data Analyst,Hadoop| Tableau| Spark| Data Analysis| Python,Preferred Resources Inc.,,,,6,MO,
Commercial Data Analyst,SAS| SQL| Tableau,Cable & Wireless Communications Inc,,293,4.099999905,1,FL,
Intelligence Data Analyst,Machine Learning| R| Python,Booz Allen Hamilton,Consulting and Business Services,1733,3.900000095,17,FL,"10,000+"
Data Analyst III,SAS| Excel| SQL| Microsoft Office| Microsoft Access| Tableau| Data Analysis,Centene,InsuranceHealth Care,1134,3.299999952,1,MO,"Less than 10,000"
Data Analyst,Business Intelligence| Power BI| Data Analysis| R| SQL| Tableau,Dewpoint,,9,4.199999809,12,MI,
Seinor Business Data Analyst,Project Management| Business Analysis,Northwest Farm Credit Services,Banks and Financial Services,22,4,1,WA,"Less than 10,000"
Data Analyst/Architect,,IMTAS,,17,3.099999905,25,DC,
Associate Data Analyst,Business Intelligence| SQL| Tableau,JPMorgan Chase,Banks and Financial Services,21159,3.900000095,20,DE,"10,000+"
